 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Solomon Islands
01-Jan-2020 17:00, 0.461,  30.1,  26.0, 1009.2,-0.044,-0.084,  195,   5.4,   3.3
01-Jan-2020 18:00, 0.480,  30.1,  25.6, 1009.3,-0.079,-0.119,  193,   5.4,   3.9
01-Jan-2020 19:00, 0.531,  30.0,  25.6, 1009.5,-0.099,-0.138,  190,   5.7,   4.0
01-Jan-2020 20:00, 0.603,  29.9,  26.0, 1009.8,-0.100,-0.137,  192,   5.9,   3.8
01-Jan-2020 21:00, 0.662,  29.9,  28.2, 1010.4,-0.100,-0.134,  186,   5.5,   2.1
01-Jan-2020 22:00, 0.729,  29.8,  29.1, 1010.5,-0.075,-0.104,   26,   3.4,   2.4
01-Jan-2020 23:00, 0.767,  30.0,  29.8, 1010.7,-0.062,-0.089,   38,   5.0,   4.1
02-Jan-2020 00:00, 0.764,  30.1,  29.6, 1010.4,-0.076,-0.102,   32,   5.5,   3.3
02-Jan-2020 01:00, 0.773,  30.1,  29.7, 1009.9,-0.075,-0.103,   24,   4.7,   2.9
02-Jan-2020 02:00, 0.783,  30.2,  29.5, 1008.9,-0.085,-0.120,    4,   4.0,   2.6
02-Jan-2020 03:00, 0.810,  30.3,  29.8, 1008.2,-0.092,-0.135,  347,   3.5,   2.6
02-Jan-2020 04:00, 0.869,  30.4,  29.9, 1007.3,-0.069,-0.120,    0,   4.0,   2.3
02-Jan-2020 05:00, 0.904,  30.7,  30.1, 1007.3,-0.059,-0.118,  351,   3.8,   2.7
02-Jan-2020 06:00, 0.920,  30.6,  30.0, 1007.4,-0.053,-0.113,  343,   3.7,   2.9
02-Jan-2020 07:00, 0.911,  30.7,  29.8, 1008.1,-0.057,-0.114,  316,   3.5,   1.6
02-Jan-2020 08:00, 0.869,  30.7,  29.9, 1008.7,-0.075,-0.126,  343,   2.8,   1.7
02-Jan-2020 09:00, 0.814,  30.5,  29.9, 1009.3,-0.083,-0.128,  347,   4.0,   2.4
02-Jan-2020 10:00, 0.764,  30.5,  28.6, 1009.8,-0.063,-0.102,  195,   5.0,   3.6
02-Jan-2020 11:00, 0.691,  30.5,  28.4, 1010.1,-0.053,-0.087,  197,   5.8,   3.5
02-Jan-2020 12:00, 0.596,  30.4,  27.7, 1010.0,-0.061,-0.093,  194,   5.1,   3.4
02-Jan-2020 13:00, 0.511,  30.3,  27.1, 1009.7,-0.068,-0.101,  155,   4.8,   1.9
02-Jan-2020 14:00, 0.451,  30.3,  26.6, 1008.8,-0.076,-0.112,  191,   5.4,   3.6
02-Jan-2020 15:00, 0.438,  30.3,  26.4, 1007.7,-0.068,-0.113,  194,   5.4,   3.0
02-Jan-2020 16:00, 0.449,  30.3,  26.0, 1006.9,-0.063,-0.119,  191,   5.2,   3.6
02-Jan-2020 17:00, 0.484,  30.2,  25.6, 1006.8,-0.054,-0.118,  190,   5.7,   3.7
02-Jan-2020 18:00, 0.543,  30.2,  25.5, 1007.2,-0.041,-0.105,  198,   5.6,   4.1
02-Jan-2020 19:00, 0.584,  30.2,  25.2, 1007.8,-0.061,-0.120,  196,   5.7,   4.0
02-Jan-2020 20:00, 0.641,  30.2,  25.8, 1008.5,-0.073,-0.126,  188,   5.6,   4.0
02-Jan-2020 21:00, 0.697,  30.1,  28.0, 1008.7,-0.081,-0.128,  190,   5.4,   3.1
02-Jan-2020 22:00, 0.748,  30.1,  29.5, 1008.7,-0.080,-0.125,   28,   3.4,   2.0
02-Jan-2020 23:00, 0.801,  30.3,  29.9, 1008.5,-0.059,-0.105,   29,   3.9,   3.2
03-Jan-2020 00:00, 0.812,  30.4,  29.4, 1008.1,-0.064,-0.111,   19,   4.3,   3.7
03-Jan-2020 01:00, 0.804,  30.4,  29.6, 1007.4,-0.079,-0.130,   19,   4.5,   3.2
03-Jan-2020 02:00, 0.815,  30.5,  30.3, 1006.5,-0.075,-0.134,   31,   4.6,   3.2
03-Jan-2020 03:00, 0.816,  30.8,  29.9, 1005.4,-0.088,-0.157,    4,   3.6,   2.1
03-Jan-2020 04:00, 0.838,  30.5,  30.0, 1004.7,-0.085,-0.164,    1,   3.8,   2.3
03-Jan-2020 05:00, 0.860,  31.1,  30.1, 1004.3,-0.076,-0.161,  356,   3.4,   2.4
03-Jan-2020 06:00, 0.872,  31.1,  30.3, 1004.6,-0.061,-0.150,   12,   3.2,   2.3
03-Jan-2020 07:00, 0.854,  31.2,  30.2, 1005.4,-0.062,-0.147,   16,   3.0,   1.8
03-Jan-2020 08:00, 0.819,  31.1,  30.7, 1006.2,-0.064,-0.141,   70,   3.0,   1.9
03-Jan-2020 09:00, 0.768,  31.1,  30.7, 1006.9,-0.069,-0.139,  119,   4.2,   2.2
03-Jan-2020 10:00, 0.710,  31.1,  29.7, 1007.5,-0.070,-0.133,  162,   3.3,   1.0
03-Jan-2020 11:00, 0.652,  31.0,  28.5, 1008.2,-0.065,-0.121,  192,   3.2,   2.4
03-Jan-2020 12:00, 0.585,  31.0,  27.8, 1008.3,-0.069,-0.119,  198,   3.8,   2.5
03-Jan-2020 13:00, 0.530,  30.9,  28.1, 1007.9,-0.068,-0.118,  236,   4.2,   2.0
03-Jan-2020 14:00, 0.488,  30.9,  27.6, 1007.5,-0.070,-0.123,  281,   4.2,   2.5
03-Jan-2020 15:00, 0.451,  30.7,  27.1, 1006.8,-0.089,-0.147,  268,   3.4,   1.7
03-Jan-2020 16:00, 0.445,  30.7,  26.6, 1006.6,-0.103,-0.167,  183,   3.5,   1.4
03-Jan-2020 17:00, 0.479,  30.7,  26.2, 1006.6,-0.095,-0.161,  186,   3.7,   2.3
03-Jan-2020 18:00, 0.540,  30.6,  26.0, 1006.7,-0.074,-0.140,  195,   4.5,   3.5
03-Jan-2020 19:00, 0.607,  30.6,  26.0, 1007.0,-0.059,-0.124,  193,   5.6,   3.6
03-Jan-2020 20:00, 0.669,  30.5,  26.3, 1007.4,-0.057,-0.119,  188,   5.4,   3.9
03-Jan-2020 21:00, 0.722,  30.4,  28.9, 1008.0,-0.067,-0.124,  191,   4.3,   2.1
03-Jan-2020 22:00, 0.764,  30.4,  31.6, 1008.1,-0.082,-0.134,   94,   5.2,   3.0
03-Jan-2020 23:00, 0.807,  30.4,  30.6, 1008.1,-0.081,-0.132,   44,   5.7,   4.0
04-Jan-2020 00:00, 0.825,  30.7,  30.2, 1007.5,-0.089,-0.141,   35,   5.4,   4.4
04-Jan-2020 01:00, 0.838,  30.8,  31.1, 1007.2,-0.087,-0.144,   40,   5.9,   4.6
04-Jan-2020 02:00, 0.840,  30.9,  31.8, 1006.2,-0.087,-0.149,   43,   5.8,   3.8
04-Jan-2020 03:00, 0.833,  31.0,  30.9, 1005.5,-0.096,-0.166,   33,   5.2,   4.5
04-Jan-2020 04:00, 0.828,  31.3,  31.4, 1004.9,-0.100,-0.177,   42,   4.9,   3.3
04-Jan-2020 05:00, 0.836,  31.4,  32.4, 1004.5,-0.087,-0.170,   47,   5.2,   3.7
04-Jan-2020 06:00, 0.827,  31.4,  31.9, 1005.2,-0.076,-0.163,   59,   5.5,   3.5
04-Jan-2020 07:00, 0.810,  31.3,  31.1, 1006.2,-0.060,-0.139,   67,   5.5,   3.7
04-Jan-2020 08:00, 0.784,  31.3,  31.0, 1007.1,-0.039,-0.108,   68,   5.2,   3.3
04-Jan-2020 09:00, 0.739,  31.2,  30.4, 1008.0,-0.030,-0.090,  114,   5.0,   2.3
04-Jan-2020 10:00, 0.673,  31.1,  29.7, 1008.2,-0.042,-0.094,  186,   3.1,   1.2
04-Jan-2020 11:00, 0.616,  31.1,  28.6, 1008.6,-0.049,-0.099,  194,   3.4,   2.0
04-Jan-2020 12:00, 0.584,  31.1,  28.3, 1008.6,-0.039,-0.085,  192,   4.7,   1.8
04-Jan-2020 13:00, 0.555,  31.1,  28.3, 1007.9,-0.036,-0.083,  203,   3.2,   1.3
04-Jan-2020 14:00, 0.538,  31.1,  27.8, 1007.3,-0.033,-0.087,  209,   3.1,   1.6
04-Jan-2020 15:00, 0.536,  31.0,  27.3, 1006.5,-0.031,-0.091,  194,   4.6,   3.0
04-Jan-2020 16:00, 0.535,  30.9,  27.5, 1006.2,-0.043,-0.110,  179,   4.1,   2.0
04-Jan-2020 17:00, 0.550,  30.8,  27.1, 1006.2,-0.057,-0.127,  203,   4.5,   1.8
04-Jan-2020 18:00, 0.591,  30.8,  26.9, 1006.9,-0.054,-0.124,  215,   4.5,   1.5
04-Jan-2020 19:00, 0.656,  30.8,  26.5, 1007.5,-0.036,-0.099,  179,   4.2,   2.7
04-Jan-2020 20:00, 0.717,  30.8,  27.1, 1008.1,-0.028,-0.085,  194,   4.7,   3.1
04-Jan-2020 21:00, 0.756,  30.7,  28.7, 1008.8,-0.045,-0.095,   90,   6.0,   2.4
04-Jan-2020 22:00, 0.802,  30.7,  29.4, 1009.2,-0.056,-0.100,  101,   4.2,   1.8
04-Jan-2020 23:00, 0.846,  30.7,  30.1, 1009.1,-0.063,-0.103,   99,   5.8,   3.2
05-Jan-2020 00:00, 0.889,  30.8,  31.4, 1008.7,-0.057,-0.099,  109,   9.3,   5.8
05-Jan-2020 01:00, 0.925,  30.8,  31.3, 1008.3,-0.043,-0.089,   79,   8.2,   4.5
05-Jan-2020 02:00, 0.913,  31.0,  30.4, 1007.9,-0.060,-0.110,   50,   7.8,   4.7
05-Jan-2020 03:00, 0.912,  31.0,  31.3, 1006.8,-0.056,-0.110,   67,   8.2,   5.1
05-Jan-2020 04:00, 0.897,  31.1,  31.2, 1006.1,-0.054,-0.119,   65,   9.3,   6.3
05-Jan-2020 05:00, 0.877,  31.0,  31.3, 1006.1,-0.050,-0.121,   65,   9.1,   4.7
05-Jan-2020 06:00, 0.843,  31.0,  31.1, 1006.6,-0.047,-0.117,  206,   7.5,   1.3
05-Jan-2020 07:00, 0.813,  31.0,  29.8, 1006.9,-0.024,-0.090,  197,   5.0,   2.5
05-Jan-2020 08:00, 0.758,  31.0,  28.8, 1008.1,-0.015,-0.077,  194,   4.0,   2.7
05-Jan-2020 09:00, 0.685,  30.9,  28.0, 1009.0,-0.019,-0.069,  198,   4.8,   3.0
05-Jan-2020 10:00, 0.617,  30.9,  27.8, 1009.7,-0.023,-0.065,  192,   4.5,   3.0
05-Jan-2020 11:00, 0.559,  30.9,  27.7, 1010.0,-0.034,-0.069,  194,   4.4,   3.1
05-Jan-2020 12:00, 0.535,  30.9,  27.5, 1010.1,-0.031,-0.063,  210,   4.2,   2.1
05-Jan-2020 13:00, 0.540,  30.9,  27.0, 1009.5,-0.017,-0.049,  188,   4.7,   3.1
05-Jan-2020 14:00, 0.544,  30.8,  26.9, 1008.5,-0.017,-0.056,  207,   4.5,   2.2
05-Jan-2020 15:00, 0.562,  30.8,  26.5, 1007.7,-0.013,-0.061,  196,   4.9,   3.0
05-Jan-2020 16:00, 0.576,  30.7,  26.6, 1007.3,-0.023,-0.079,  198,   5.1,   3.6
05-Jan-2020 17:00, 0.576,  30.6,  26.5, 1007.2,-0.057,-0.116,  179,   5.5,   2.4
05-Jan-2020 18:00, 0.613,  30.6,  26.0, 1007.0,-0.062,-0.122,  194,   5.8,   3.7
05-Jan-2020 19:00, 0.675,  30.6,  26.1, 1007.5,-0.045,-0.107,  193,   6.4,   3.3
05-Jan-2020 20:00, 0.745,  30.6,  26.3, 1008.1,-0.023,-0.079,  188,   5.5,   4.0
05-Jan-2020 21:00, 0.806,  30.6,  28.9, 1008.4,-0.010,-0.061,  189,   5.2,   2.4
05-Jan-2020 22:00, 0.849,  30.6,  30.2, 1008.3,-0.018,-0.066,  114,   3.3,   1.6
05-Jan-2020 23:00, 0.881,  30.6,  29.1, 1008.1,-0.040,-0.089,   29,   3.3,   2.6
06-Jan-2020 00:00, 0.923,  30.6,  29.3, 1007.5,-0.045,-0.097,  357,   3.2,   2.1
06-Jan-2020 01:00, 0.960,  31.1,  29.4, 1007.1,-0.043,-0.101,  349,   4.1,   3.0
06-Jan-2020 02:00, 0.980,  31.1,  29.6, 1006.2,-0.040,-0.102,    0,   4.0,   3.2
06-Jan-2020 03:00, 0.981,  31.3,  30.0, 1005.5,-0.035,-0.105,  349,   4.8,   3.4
06-Jan-2020 04:00, 0.947,  31.3,  30.1, 1005.1,-0.045,-0.123,    1,   4.5,   3.0
06-Jan-2020 05:00, 0.893,  31.7,  30.4, 1005.1,-0.058,-0.138,  333,   4.1,   2.6
06-Jan-2020 06:00, 0.838,  31.6,  30.5, 1005.4,-0.058,-0.138,  356,   4.0,   1.7
06-Jan-2020 07:00, 0.786,  31.4,  30.8, 1006.1,-0.038,-0.116,  324,   2.5,   0.4
06-Jan-2020 08:00, 0.721,  31.4,  29.3, 1006.8,-0.020,-0.091,  190,   3.7,   2.8
06-Jan-2020 09:00, 0.646,  31.0,  28.6, 1007.5,-0.008,-0.071,  141,   4.5,   2.0
06-Jan-2020 10:00, 0.558,  31.0,  28.0, 1008.1,-0.015,-0.071,  169,   4.0,   1.5
06-Jan-2020 11:00, 0.476,  30.9,  28.1, 1008.5,-0.040,-0.091,  201,   3.7,   1.5
06-Jan-2020 12:00, 0.449,  30.8,  28.3, 1008.2,-0.044,-0.091,  181,   4.2,   1.5
06-Jan-2020 13:00, 0.454,  30.6,  27.7, 1008.0,-0.044,-0.095,  191,   3.9,   1.7
06-Jan-2020 14:00, 0.484,  30.8,  29.4, 1007.1,-0.039,-0.092,  137,   4.4,   2.7
06-Jan-2020 15:00, 0.532,  30.9,  29.1, 1006.2,-0.028,-0.090,  145,   3.5,   1.6
06-Jan-2020 16:00, 0.576,  30.8,  27.7, 1006.1,-0.027,-0.097,  192,   3.1,   1.3
06-Jan-2020 17:00, 0.600,  30.8,  27.6, 1006.0,-0.048,-0.119,  190,   2.6,   1.4
06-Jan-2020 18:00, 0.634,  30.7,  27.0, 1006.4,-0.061,-0.133,  197,   2.9,   1.5
06-Jan-2020 19:00, 0.685,  30.6,  26.2, 1007.1,-0.060,-0.128,  186,   4.8,   3.4
06-Jan-2020 20:00, 0.751,  30.6,  26.8, 1008.2,-0.040,-0.099,  194,   4.4,   2.6
06-Jan-2020 21:00, 0.803,  30.7,  30.2, 1008.3,-0.032,-0.082,  129,   3.9,   1.7
06-Jan-2020 22:00, 0.841,  30.7,  31.7, 1008.5,-0.038,-0.086,  100,   6.6,   3.1
06-Jan-2020 23:00, 0.875,  30.8,  33.0, 1008.0,-0.052,-0.100,   99,   7.4,   4.1
07-Jan-2020 00:00, 0.905,  30.9,  32.7, 1007.6,-0.073,-0.126,   61,   8.3,   5.5
07-Jan-2020 01:00, 0.940,  30.8,  32.6, 1006.6,-0.085,-0.143,   63,   9.9,   6.8
07-Jan-2020 02:00, 0.988,  30.6,  32.6, 1005.6,-0.070,-0.136,   62,  10.2,   6.3
07-Jan-2020 03:00, 0.999,  30.9,  32.1, 1004.6,-0.064,-0.141,   66,   9.8,   7.2
07-Jan-2020 04:00, 0.977,  30.8,  33.3, 1003.9,-0.066,-0.153,   64,   9.9,   6.1
07-Jan-2020 05:00, 0.918,  31.0,  33.0, 1004.0,-0.076,-0.169,   63,   9.3,   5.4
07-Jan-2020 06:00, 0.825,  30.9,  32.5, 1004.8,-0.097,-0.188,   66,   8.4,   5.3
07-Jan-2020 07:00, 0.738,  30.9,  31.7, 1005.4,-0.098,-0.181,   63,   8.1,   3.6
07-Jan-2020 08:00, 0.664,  30.9,  31.2, 1006.2,-0.071,-0.148,  136,   5.4,   1.1
07-Jan-2020 09:00, 0.576,  30.9,  29.3, 1006.9,-0.052,-0.121,  193,   2.3,   1.4
07-Jan-2020 10:00, 0.486,  30.8,  28.7, 1007.4,-0.040,-0.102,  191,   2.2,   1.3
07-Jan-2020 11:00, 0.418,  30.8,  28.2, 1007.4,-0.031,-0.090,  187,   3.7,   2.1
07-Jan-2020 12:00, 0.353,  30.8,  27.6, 1007.8,-0.062,-0.119,  194,   4.2,   2.3
07-Jan-2020 13:00, 0.345,  30.8,  27.3, 1007.4,-0.078,-0.132,  199,   4.9,   3.5
07-Jan-2020 14:00, 0.392,  30.7,  26.3, 1006.2,-0.072,-0.131,  185,   5.4,   3.2
07-Jan-2020 15:00, 0.454,  30.7,  26.3, 1005.7,-0.065,-0.136,  207,   5.6,   3.5
07-Jan-2020 16:00, 0.529,  30.6,  26.2, 1005.3,-0.052,-0.128,  203,   5.2,   2.8
07-Jan-2020 17:00, 0.598,  30.6,  26.3, 1005.2,-0.045,-0.125,  202,   4.8,   2.8
07-Jan-2020 18:00, 0.641,  30.6,  26.2, 1005.7,-0.062,-0.141,  198,   5.0,   3.4
07-Jan-2020 19:00, 0.665,  30.5,  26.3, 1006.8,-0.094,-0.168,  190,   5.5,   3.2
07-Jan-2020 20:00, 0.736,  30.5,  26.9, 1007.4,-0.074,-0.137,  194,   5.2,   2.8
07-Jan-2020 21:00, 0.830,  30.5,  29.3, 1007.2,-0.024,-0.082,  185,   4.3,   1.1
07-Jan-2020 22:00, 0.878,  30.6,  32.3, 1007.6,-0.014,-0.074,   97,   5.1,   3.4
07-Jan-2020 23:00, 0.909,  30.6,  33.2, 1007.6,-0.024,-0.080,   87,   7.6,   4.7
08-Jan-2020 00:00, 0.937,  30.8,  32.1, 1007.2,-0.045,-0.102,   46,   6.5,   4.0
08-Jan-2020 01:00, 0.964,  30.9,  32.9, 1006.9,-0.070,-0.130,   56,   7.0,   4.9
08-Jan-2020 02:00, 1.012,  30.9,  31.9, 1005.8,-0.067,-0.132,   40,   7.4,   3.9
08-Jan-2020 03:00, 1.033,  30.7,  31.3, 1005.1,-0.070,-0.144,   33,   5.2,   3.9
08-Jan-2020 04:00, 1.029,  31.1,  31.4, 1004.0,-0.065,-0.147,   30,   5.2,   3.2
08-Jan-2020 05:00, 0.973,  31.1,  32.0, 1004.4,-0.076,-0.168,   51,   4.8,   3.2
08-Jan-2020 06:00, 0.868,  30.9,  31.4, 1004.6,-0.103,-0.191,   30,   4.8,   3.2
08-Jan-2020 07:00, 0.765,  31.2,  29.5, 1005.5,-0.104,-0.189,   18,  10.8,   6.6
08-Jan-2020 08:00, 0.658,  31.3,  27.8, 1006.4,-0.097,-0.174,   32,   9.6,   3.0
08-Jan-2020 09:00, 0.559,  31.2,  26.3, 1007.4,-0.074,-0.140,  175,   9.1,   2.1
08-Jan-2020 10:00, 0.495,  31.2,  26.7, 1007.5,-0.017,-0.076,  191,   3.7,   0.6
08-Jan-2020 11:00, 0.397,  30.9,  26.6, 1008.0,-0.013,-0.069,  162,   3.1,   1.6
08-Jan-2020 12:00, 0.315,  30.8,  26.8, 1007.3,-0.037,-0.090,  142,   5.1,   0.9
08-Jan-2020 13:00, 0.271,  30.8,  27.2, 1007.3,-0.077,-0.136,   92,   3.1,   0.8
08-Jan-2020 14:00, 0.293,  30.8,  26.7, 1006.9,-0.095,-0.154,  138,   6.8,   3.6
08-Jan-2020 15:00, 0.354,  30.6,  26.1, 1006.5,-0.103,-0.166,  113,   7.9,   3.9
08-Jan-2020 16:00, 0.446,  30.6,  25.9, 1006.2,-0.089,-0.156,  136,   7.7,   3.2
08-Jan-2020 17:00, 0.548,  30.6,  26.7, 1005.8,-0.069,-0.139,  143,   6.2,   2.3
08-Jan-2020 18:00, 0.637,  30.6,  25.9, 1006.1,-0.054,-0.128,  128,   5.2,   2.3
08-Jan-2020 19:00, 0.690,  30.5,  26.6, 1006.6,-0.067,-0.137,  163,   6.4,   1.9
08-Jan-2020 20:00, 0.731,  30.4,  26.2, 1007.0,-0.085,-0.151,  257,   2.8,   0.4
08-Jan-2020 21:00, 0.800,  30.3,  26.5, 1007.8,-0.063,-0.125,  194,   2.0,   0.9
08-Jan-2020 22:00, 0.873,  30.3,  27.0, 1008.3,-0.030,-0.083,  231,   1.7,   1.0
08-Jan-2020 23:00, 0.887,  30.4,  28.4, 1008.2,-0.052,-0.101,  166,   2.5,   0.6
09-Jan-2020 00:00, 0.903,  30.4,  28.9, 1008.4,-0.077,-0.127,  109,   2.8,   1.8
09-Jan-2020 01:00, 0.944,  30.4,  28.9, 1008.0,-0.088,-0.136,  146,   3.7,   1.7
09-Jan-2020 02:00, 0.987,  30.4,  30.6, 1006.6,-0.099,-0.152,   91,   3.2,   1.1
09-Jan-2020 03:00, 1.043,  30.5,  29.6, 1005.1,-0.084,-0.152,   29,   4.0,   2.9
09-Jan-2020 04:00, 1.062,  30.5,  29.0, 1004.5,-0.074,-0.156,   29,   4.3,   3.5
09-Jan-2020 05:00, 1.028,  30.6,  30.6, 1004.7,-0.079,-0.166,   66,   6.0,   3.8
09-Jan-2020 06:00, 0.953,  30.6,  30.0, 1005.1,-0.081,-0.166,   84,   8.7,   4.5
09-Jan-2020 07:00, 0.821,  30.5,  28.0, 1006.0,-0.105,-0.185,  184,   8.5,   4.1
09-Jan-2020 08:00, 0.701,  30.3,  26.4, 1006.5,-0.099,-0.171,  187,   6.0,   2.6
09-Jan-2020 09:00, 0.599,  30.3,  26.2, 1007.0,-0.067,-0.133,  193,   3.8,   2.4
09-Jan-2020 10:00, 0.503,  30.3,  26.3, 1007.7,-0.028,-0.090,  193,   3.3,   1.7
09-Jan-2020 11:00, 0.373,  30.3,  26.0, 1008.5,-0.036,-0.090,  193,   3.1,   1.9
09-Jan-2020 12:00, 0.255,  30.3,  25.7, 1008.4,-0.066,-0.113,  197,   4.1,   2.1
09-Jan-2020 13:00, 0.221,  30.3,  25.3, 1007.2,-0.070,-0.119,  196,   4.1,   3.1
09-Jan-2020 14:00, 0.242,  30.3,  25.6, 1006.0,-0.075,-0.137,  196,   4.9,   3.4
09-Jan-2020 15:00, 0.313,  30.3,  25.9, 1005.4,-0.072,-0.144,  194,   4.5,   2.4
09-Jan-2020 16:00, 0.405,  30.2,  25.7, 1004.7,-0.068,-0.146,  198,   4.9,   3.4
09-Jan-2020 17:00, 0.510,  30.2,  25.4, 1004.6,-0.056,-0.141,  191,   5.0,   3.5
09-Jan-2020 18:00, 0.618,  30.2,  25.7, 1004.8,-0.041,-0.127,  206,   5.9,   2.8
09-Jan-2020 19:00, 0.675,  30.2,  25.7, 1005.6,-0.064,-0.147,  191,   4.1,   2.8
09-Jan-2020 20:00, 0.712,  30.2,  26.6, 1005.8,-0.093,-0.169,  190,   4.7,   2.1
09-Jan-2020 21:00, 0.782,  30.2,  29.9, 1006.0,-0.078,-0.152,  109,   6.6,   3.2
09-Jan-2020 22:00, 0.891,  30.3,  31.0, 1006.3,-0.013,-0.085,  102,   7.6,   3.5
09-Jan-2020 23:00, 0.936,  30.3,  32.3, 1006.3,-0.005,-0.074,   93,   7.7,   3.9
10-Jan-2020 00:00, 0.936,  30.4,  30.9, 1005.8,-0.041,-0.111,   53,   6.5,   3.5
10-Jan-2020 01:00, 0.978,  30.4,  30.6, 1005.2,-0.046,-0.121,   31,   4.5,   3.5
10-Jan-2020 02:00, 1.014,  30.7,  30.8, 1004.4,-0.065,-0.146,   32,   4.7,   3.2
10-Jan-2020 03:00, 1.068,  30.7,  31.5, 1003.3,-0.064,-0.153,   37,   4.3,   2.8
10-Jan-2020 04:00, 1.100,  30.5,  30.3, 1002.7,-0.062,-0.161,   10,   4.1,   2.0
10-Jan-2020 05:00, 1.078,  30.8,  31.2, 1002.8,-0.074,-0.180,   29,   3.4,   3.0
10-Jan-2020 06:00, 1.018,  30.7,  29.4, 1003.6,-0.081,-0.184,  181,   6.7,   4.7
10-Jan-2020 07:00, 0.900,  30.6,  26.2, 1004.1,-0.097,-0.193,  226,   7.2,   2.2
10-Jan-2020 08:00, 0.745,  30.4,  26.0, 1005.1,-0.119,-0.209,  221,   4.6,   2.0
10-Jan-2020 09:00, 0.613,  30.1,  26.5, 1005.8,-0.108,-0.188,   22,   7.0,   3.0
10-Jan-2020 10:00, 0.502,  30.2,  25.5, 1006.1,-0.076,-0.150,  268,   5.5,   2.3
10-Jan-2020 11:00, 0.420,  30.1,  25.4, 1006.2,-0.024,-0.096,  197,   3.2,   2.3
10-Jan-2020 12:00, 0.317,  30.1,  25.7, 1006.5,-0.016,-0.085,  202,   3.5,   1.9
10-Jan-2020 13:00, 0.231,  30.1,  25.9, 1005.8,-0.039,-0.106,  152,   5.2,   3.7
10-Jan-2020 14:00, 0.220,  30.2,  26.4, 1004.5,-0.049,-0.125,   40,   6.8,   0.6
10-Jan-2020 15:00, 0.266,  30.2,  25.6, 1004.0,-0.055,-0.142,  255,   2.2,   1.1
10-Jan-2020 16:00, 0.375,  30.1,  25.6, 1003.1,-0.032,-0.125,  229,   3.7,   1.2
10-Jan-2020 17:00, 0.468,  30.1,  25.3, 1003.5,-0.036,-0.137,  219,   4.0,   1.3
10-Jan-2020 18:00, 0.602,  30.1,  25.4, 1003.8,-0.007,-0.104,  200,   4.4,   2.2
10-Jan-2020 19:00, 0.697,  30.1,  25.3, 1004.3,-0.010,-0.103,  191,   4.0,   2.8
10-Jan-2020 20:00, 0.731,  30.1,  25.5, 1005.1,-0.051,-0.140,  205,   4.5,   1.8
10-Jan-2020 21:00, 0.764,  30.0,  26.5, 1005.7,-0.079,-0.159,  192,   4.6,   2.7
10-Jan-2020 22:00, 0.841,  30.1,  29.0, 1005.8,-0.050,-0.125,   30,   4.0,   1.2
10-Jan-2020 23:00, 0.956,  30.1,  29.3, 1005.7, 0.022,-0.051,   36,   3.5,   1.6
11-Jan-2020 00:00, 0.970,  30.2,  28.2, 1005.3, 0.000,-0.075,   19,   3.7,   2.0
11-Jan-2020 01:00, 0.983,  30.2,  28.6, 1004.7,-0.027,-0.106,    5,   2.7,   1.6
